Date,P/E,P/B,nifty
12-Sep-01,14.14,2.21,982.2
13-Sep-01,13.99,2.19,971.7
14-Sep-01,13.24,2.07,919.7
17-Sep-01,12.56,1.97,872.25
18-Sep-01,12.96,2.03,900.2
19-Sep-01,13.13,2.06,912.2
20-Sep-01,12.94,2.03,898.8
21-Sep-01,12.3,1.92,854.2
24-Sep-01,12.51,1.96,869.05
25-Sep-01,12.4,1.94,861.4
26-Sep-01,12.58,1.97,873.7
27-Sep-01,12.81,2.01,890
28-Sep-01,13.16,2.06,913.85
1-Oct-01,13.1,2.05,910.1
3-Oct-01,12.95,2.03,899.65
4-Oct-01,13.13,2.05,911.65
5-Oct-01,13.17,2.06,914.6
8-Oct-01,12.98,2.03,901.95
9-Oct-01,13.14,2.06,912.7
10-Oct-01,13.54,2.12,940.35
11-Oct-01,13.75,2.15,954.9
12-Oct-01,13.83,2.16,960.4
15-Oct-01,13.87,2.17,963.4
16-Oct-01,13.98,2.19,971.25
17-Oct-01,14.2,2.22,986.25
18-Oct-01,13.99,2.19,972.05
19-Oct-01,14.16,2.2,976.65
22-Oct-01,14.15,2.2,976.4
23-Oct-01,14.4,2.24,993.2
24-Oct-01,14.38,2.23,991.2
25-Oct-01,14.26,2.22,983.2
29-Oct-01,14.18,2.2,977.45
30-Oct-01,13.99,2.17,963.1
31-Oct-01,13.79,2.19,971.9
1-Nov-01,14.11,2.24,994
2-Nov-01,14.16,2.25,997.6
5-Nov-01,14.06,2.24,991.05
6-Nov-01,14.22,2.26,1001.9
7-Nov-01,14.01,2.25,987.5
8-Nov-01,14.16,2.27,997.7
9-Nov-01,14.55,2.28,1004.05
12-Nov-01,14.65,2.27,1010.9
13-Nov-01,14.57,2.29,1005.4
14-Nov-01,14.72,2.34,1015.8
15-Nov-01,15.01,2.41,1035.7
19-Nov-01,15.48,2.37,1068.15
20-Nov-01,15.22,2.38,1050.2
21-Nov-01,15.31,2.4,1056.35
22-Nov-01,15.4,2.39,1062.45
23-Nov-01,15.35,2.44,1059
26-Nov-01,15.66,2.43,1080.6
27-Nov-01,15.59,2.42,1076.05
28-Nov-01,15.52,2.41,1070.8
29-Nov-01,15.46,2.4,1067.15
3-Dec-01,15.44,2.43,1065.4
4-Dec-01,15.62,2.49,1077.7
5-Dec-01,16.01,2.51,1104.55
6-Dec-01,16.09,2.51,1110.45
7-Dec-01,16.12,2.52,1112.3
10-Dec-01,16.16,2.5,1115.25
11-Dec-01,16.09,2.5,1110.2
12-Dec-01,16.05,2.48,1107.65
13-Dec-01,15.92,2.45,1098.75
14-Dec-01,15.76,2.44,1087.85
18-Dec-01,15.68,2.39,1082.3
19-Dec-01,15.37,2.4,1060.75
20-Dec-01,15.39,2.37,1062
21-Dec-01,15.23,2.37,1050.85
24-Dec-01,15.19,2.33,1048.5
26-Dec-01,14.99,2.3,1034.25
27-Dec-01,14.78,2.33,1020
28-Dec-01,14.98,2.39,1033.8
31-Dec-01,15.35,2.38,1059.05
1-Jan-02,15.29,2.39,1055.3
2-Jan-02,15.37,2.42,1060.75
3-Jan-02,15.54,2.47,1072.25
4-Jan-02,15.89,2.48,1096.2
7-Jan-02,15.94,2.5,1100.15
8-Jan-02,16.09,2.49,1109.9
9-Jan-02,15.98,2.48,1102.8
10-Jan-02,15.91,2.46,1098.2
11-Jan-02,15.78,2.5,1088.55
14-Jan-02,16.08,2.47,1109.8
15-Jan-02,15.61,2.46,1094.15
16-Jan-02,15.56,2.82,1090.3
17-Jan-02,17.57,2.78,1109.2
18-Jan-02,17.32,2.83,1093.15
21-Jan-02,17.29,2.83,1091.35
22-Jan-02,17.31,2.83,1092.85
23-Jan-02,17.26,2.81,1089.4
24-Jan-02,17.19,2.79,1085.3
25-Jan-02,17.06,2.76,1080.1
28-Jan-02,16.93,2.76,1071.35
29-Jan-02,16.93,2.75,1071.65
30-Jan-02,16.87,2.77,1067.45
31-Jan-02,16.99,2.79,1075.4
1-Feb-02,17.42,2.79,1081.65
4-Feb-02,17.34,2.78,1076.9
5-Feb-02,17.3,2.77,1074.25
6-Feb-02,17.92,2.87,1113.1
7-Feb-02,17.88,2.86,1110.45
8-Feb-02,18.09,2.9,1123.75
11-Feb-02,18.22,2.92,1131.55
12-Feb-02,18.19,2.91,1129.5
13-Feb-02,18.28,2.93,1135.1
14-Feb-02,18.52,2.96,1150
15-Feb-02,18.68,2.99,1159.95
18-Feb-02,18.88,3.02,1172.85
19-Feb-02,18.66,2.99,1158.9
20-Feb-02,18.44,2.95,1145.95
21-Feb-02,18.5,2.96,1149.85
22-Feb-02,18.72,3,1163.5
25-Feb-02,18.76,3,1165.45
26-Feb-02,19.14,3.07,1189.4
27-Feb-02,19.14,3.07,1189.2
28-Feb-02,18.38,2.94,1142.05
1-Mar-02,18.96,3.04,1178
4-Mar-02,18.97,3.03,1177.35
5-Mar-02,18.99,3.03,1178.5
6-Mar-02,18.79,3.02,1172.6
7-Mar-02,19.11,3.07,1193.05
8-Mar-02,19.03,3.06,1187.65
11-Mar-02,18.71,3.01,1167.85
12-Mar-02,18.43,2.96,1150.45
13-Mar-02,18.54,2.98,1157.05
14-Mar-02,18.58,2.99,1159.45
15-Mar-02,18.74,3.01,1169.75
18-Mar-02,18.73,3.01,1169.3
19-Mar-02,18.46,2.97,1152.15
20-Mar-02,18.51,2.98,1155.6
21-Mar-02,18.33,2.95,1144.2
22-Mar-02,18.24,2.93,1138.45
26-Mar-02,17.99,2.89,1123.05
27-Mar-02,18,2.89,1123.35
28-Mar-02,18.1,2.91,1129.55
1-Apr-02,18.25,2.93,1138.95
2-Apr-02,18.22,2.93,1136.95
3-Apr-02,18,2.89,1123.5
4-Apr-02,18.36,2.95,1145.9
5-Apr-02,18.3,2.94,1141.95
8-Apr-02,17.91,2.9,1135.25
9-Apr-02,17.78,2.88,1126.7
10-Apr-02,18.01,2.91,1138.5
11-Apr-02,18.09,2.93,1143.6
12-Apr-02,18.14,2.93,1146.5
15-Apr-02,17.94,2.9,1134.15
16-Apr-02,17.7,2.86,1118.75
17-Apr-02,17.8,2.88,1125.1
18-Apr-02,18.49,2.94,1129
19-Apr-02,18.02,2.86,1100.3
22-Apr-02,18.02,2.87,1104.15
23-Apr-02,18.05,2.88,1106
24-Apr-02,18.16,2.86,1110.6
25-Apr-02,17.85,2.82,1094.3
26-Apr-02,17.9,2.83,1097.4
29-Apr-02,17.69,2.8,1074.2
30-Apr-02,17.86,2.83,1084.5
2-May-02,18.08,2.93,1093.3
3-May-02,18.04,2.8,1096.95
6-May-02,18.1,2.81,1100.95
7-May-02,18.26,2.84,1110.7
8-May-02,18.38,2.86,1117.6
9-May-02,18.54,2.88,1127.6
10-May-02,18.36,2.85,1116.4
13-May-02,18.16,2.86,1119.65
14-May-02,17.99,2.84,1115.1
15-May-02,17.87,2.82,1107.8
16-May-02,17.63,2.78,1092.8
17-May-02,17.49,2.81,1090.65
20-May-02,17.23,2.76,1074.35
21-May-02,16.82,2.7,1049.2
22-May-02,16.6,2.73,1045.3
23-May-02,16.31,2.68,1026.75
24-May-02,16.95,2.79,1067
27-May-02,16.88,2.78,1062.7
28-May-02,16.49,2.71,1038.2
29-May-02,16.54,2.72,1041.65
30-May-02,16.72,2.81,1032.15
31-May-02,16.19,3.07,1028.8
3-Jun-02,16.39,3.11,1039.75
4-Jun-02,16.48,3.13,1045.4
5-Jun-02,16.78,3.19,1064.2
6-Jun-02,16.42,3.21,1064.35
7-Jun-02,16.18,3.16,1048.8
10-Jun-02,16.51,3.23,1069.9
11-Jun-02,16.93,3.31,1097.05
12-Jun-02,16.87,3.3,1092.8
13-Jun-02,16.72,3.27,1082.85
14-Jun-02,16.74,3.3,1085.7
17-Jun-02,16.8,3.32,1088.9
18-Jun-02,16.58,3.28,1074.95
19-Jun-02,16.4,3.24,1062.9
20-Jun-02,15.86,3.24,1070.05
21-Jun-02,15.75,3.22,1062.55
24-Jun-02,15.74,3.22,1061.85
25-Jun-02,15.64,3.2,1055.4
26-Jun-02,15.48,3.17,1044.2
27-Jun-02,15.56,3.18,1048.55
28-Jun-02,15.73,3.2,1057.8
1-Jul-02,15.9,2.67,1068.95
2-Jul-02,15.88,2.66,1068.05
3-Jul-02,15.91,2.67,1069.9
4-Jul-02,15.92,2.67,1070.55
5-Jul-02,15.97,2.68,1073.8
8-Jul-02,16.09,2.7,1082.05
9-Jul-02,16.07,2.69,1080.3
10-Jul-02,15.94,2.67,1071.7
11-Jul-02,15.71,2.64,1056.6
12-Jul-02,15.74,2.64,1058.25
15-Jul-02,15.59,2.61,1048
16-Jul-02,15.41,2.58,1035.95
17-Jul-02,15.36,2.58,1032.55
18-Jul-02,15.49,2.6,1041.3
19-Jul-02,15.41,2.58,1035.9
22-Jul-02,15.05,2.52,1012
23-Jul-02,15.2,2.55,1021.9
24-Jul-02,14.93,2.5,1004.05
25-Jul-02,14.9,2.5,1001.55
26-Jul-02,14.48,2.43,973.5
29-Jul-02,14.45,2.42,971.65
30-Jul-02,14.29,2.4,960.65
31-Jul-02,14.26,2.39,958.9
1-Aug-02,14.24,2.39,957.7
2-Aug-02,14.2,2.38,954.75
5-Aug-02,14.33,2.4,963.25
6-Aug-02,14.38,2.41,966.65
7-Aug-02,14.41,2.42,969.1
8-Aug-02,14.19,2.88,953.55
9-Aug-02,14.31,2.9,961.95
12-Aug-02,14.43,2.93,969.85
13-Aug-02,14.52,2.95,976.05
14-Aug-02,14.43,2.93,969.65
16-Aug-02,14.57,2.96,979.25
19-Aug-02,14.58,2.96,979.85
20-Aug-02,14.71,2.99,988.55
21-Aug-02,14.71,2.98,988.45
22-Aug-02,14.66,2.98,985.7
23-Aug-02,14.81,3.01,995.2
26-Aug-02,14.86,3.02,998.85
27-Aug-02,14.7,2.99,987.7
28-Aug-02,14.67,2.98,985.7
29-Aug-02,14.69,2.99,987.25
30-Aug-02,15.04,3.06,1010.6
2-Sep-02,15.08,3.07,1013.5
3-Sep-02,14.9,3.03,1001.1
4-Sep-02,14.98,3.05,1006.95
5-Sep-02,15.01,3.05,1008.6
6-Sep-02,14.81,3.01,995.2
9-Sep-02,14.86,3.02,998.55
11-Sep-02,14.86,3.02,998.85
12-Sep-02,14.9,2.5,1001.65
13-Sep-02,14.76,2.48,992
16-Sep-02,14.67,2.46,985.75
17-Sep-02,14.8,2.48,994.9
18-Sep-02,14.63,2.45,983.6
19-Sep-02,14.52,2.44,976.05
20-Sep-02,14.43,2.42,969.6
23-Sep-02,14.44,2.42,970.3
24-Sep-02,14.38,2.41,966.2
25-Sep-02,14.43,2.42,970.05
26-Sep-02,14.43,2.42,969.9
27-Sep-02,14.53,2.44,976.45
30-Sep-02,14.33,2.4,963.15
1-Oct-02,14.21,2.38,955.2
3-Oct-02,14.11,2.37,948.2
4-Oct-02,14.11,2.37,948.2
7-Oct-02,14.21,2.38,954.75
8-Oct-02,14.3,2.4,960.8
9-Oct-02,14.21,2.38,954.75
10-Oct-02,14.22,2.38,958.45
11-Oct-02,14.4,2.42,971.05
14-Oct-02,14.42,2.42,972.45
16-Oct-02,14.44,2.42,973.6
17-Oct-02,14.44,2.42,973.3
18-Oct-02,14.41,2.42,971.65
21-Oct-02,14.35,2.41,967.35
22-Oct-02,14.28,2.39,962.5
23-Oct-02,14.2,2.38,957.35
24-Oct-02,14.05,2.36,946.9
25-Oct-02,13.83,2.32,932.2
28-Oct-02,14.03,2.35,922.7
29-Oct-02,14.25,2.39,936.9
30-Oct-02,14.26,2.39,937.75
31-Oct-02,14.47,2.43,951.4
1-Nov-02,14.47,2.43,951.45
4-Nov-02,14.63,2.45,962.1
5-Nov-02,14.63,2.45,962.3
7-Nov-02,14.61,2.45,960.7
8-Nov-02,14.55,2.44,956.95
11-Nov-02,14.51,2.43,954.05
12-Nov-02,14.6,2.45,959.85
13-Nov-02,14.64,2.46,962.65
14-Nov-02,14.78,2.48,971.9
15-Nov-02,15.06,2.53,990.35
18-Nov-02,15.16,2.54,996.85
20-Nov-02,15.23,2.55,1001.6
21-Nov-02,15.34,2.57,1008.75
22-Nov-02,13.84,2.23,1020.15
25-Nov-02,13.92,2.24,1026.2
26-Nov-02,14.05,2.27,1036.15
27-Nov-02,13.98,2.26,1031.1
28-Nov-02,14.24,2.3,1049.7
29-Nov-02,14.24,2.3,1050.15
2-Dec-02,14.48,2.34,1067.9
3-Dec-02,14.31,2.31,1055
4-Dec-02,14.06,2.27,1036.4
5-Dec-02,14.19,2.29,1045.95
6-Dec-02,14.51,2.34,1069.8
9-Dec-02,14.36,2.32,1058.65
10-Dec-02,14.43,2.33,1063.7
11-Dec-02,14.51,2.34,1069.75
12-Dec-02,14.61,2.36,1077
13-Dec-02,14.73,2.38,1086.2
16-Dec-02,14.63,2.36,1078.45
17-Dec-02,14.56,2.35,1073.25
18-Dec-02,14.62,2.36,1077.95
19-Dec-02,14.59,2.35,1076
20-Dec-02,14.64,2.36,1079.3
23-Dec-02,14.59,2.35,1076
24-Dec-02,14.72,2.37,1085
26-Dec-02,14.85,2.39,1094.8
27-Dec-02,14.9,2.4,1098.4
30-Dec-02,14.81,2.39,1091.95
31-Dec-02,14.83,2.39,1093.5
1-Jan-03,14.92,2.41,1100.15
2-Jan-03,14.82,2.39,1093.05
3-Jan-03,14.78,2.38,1089.6
6-Jan-03,14.71,2.37,1084.35
7-Jan-03,14.67,2.37,1081.8
8-Jan-03,14.77,2.38,1089.35
9-Jan-03,14.88,2.4,1097.35
10-Jan-03,14.65,2.36,1080.25
13-Jan-03,14.56,2.35,1073.75
14-Jan-03,14.63,2.36,1078.95
15-Jan-03,14.72,2.37,1085
16-Jan-03,14.76,2.38,1088.35
17-Jan-03,14.74,2.38,1086.5
20-Jan-03,14.6,2.35,1076.35
21-Jan-03,14.62,2.36,1077.9
22-Jan-03,14.69,2.37,1082.9
23-Jan-03,14.52,2.34,1070.9
24-Jan-03,14.32,2.31,1056.05
27-Jan-03,14.07,2.27,1037.65
28-Jan-03,14.19,2.29,1046.2
29-Jan-03,14.07,2.27,1037.2
30-Jan-03,14.03,2.26,1034.6
31-Jan-03,14.13,2.28,1041.85
3-Feb-03,14.31,2.31,1055.3
4-Feb-03,14.31,2.31,1054.8
5-Feb-03,14.21,2.29,1047.4
6-Feb-03,14.42,2.33,1063.6
7-Feb-03,14.34,2.31,1057.5
10-Feb-03,14.22,2.29,1048.6
11-Feb-03,14.21,2.29,1048
12-Feb-03,14.17,2.28,1044.45
14-Feb-03,14.05,2.27,1036
17-Feb-03,14.35,2.31,1058.2
18-Feb-03,14.37,2.32,1059.3
19-Feb-03,14.43,2.33,1064.3
20-Feb-03,14.45,2.33,1065.6
21-Feb-03,14.46,2.33,1066.15
24-Feb-03,14.51,2.34,1070.15
25-Feb-03,14.32,2.31,1055.55
26-Feb-03,14.24,2.3,1049.65
27-Feb-03,14.28,2.3,1052.95
28-Feb-03,14.42,2.33,1063.4
3-Mar-03,14.36,2.32,1058.85
4-Mar-03,14.24,2.3,1046.6
5-Mar-03,14.16,2.28,1040.7
6-Mar-03,14.03,2.26,1031.25
7-Mar-03,13.84,2.23,1017.1
10-Mar-03,13.7,2.21,1006.7
11-Mar-03,13.81,2.23,1014.55
12-Mar-03,13.63,2.2,1001.7
13-Mar-03,13.6,2.19,999.65
17-Mar-03,13.51,2.18,993
19-Mar-03,13.71,2.2,1003.9
20-Mar-03,14,2.25,1025.25
21-Mar-03,14.08,2.26,1030.55
22-Mar-03,14.17,2.28,1037.15
24-Mar-03,13.85,2.23,1013.9
25-Mar-03,13.81,2.22,1011.3
26-Mar-03,13.85,2.23,1013.85
27-Mar-03,13.69,2.2,1002.7
28-Mar-03,13.67,2.2,1000.6
31-Mar-03,13.36,2.15,978.2
1-Apr-03,13.44,2.16,984.3
2-Apr-03,13.65,2.19,999.4
3-Apr-03,13.78,2.22,1009.15
4-Apr-03,13.89,2.23,1016.95
7-Apr-03,14.09,2.26,1031.5
8-Apr-03,13.91,2.24,1018.1
9-Apr-03,13.73,2.21,1004.85
10-Apr-03,13.14,2.11,962.2
11-Apr-03,12.97,2.09,949.8
15-Apr-03,12.99,2.09,951.2
16-Apr-03,13.09,2.1,958.65
17-Apr-03,12.85,2.07,940.7
21-Apr-03,12.94,2.08,947.2
22-Apr-03,12.89,2.07,943.5
23-Apr-03,12.76,2.05,934.2
24-Apr-03,12.7,2.04,929.7
25-Apr-03,12.63,2.03,924.3
28-Apr-03,12.7,2.04,929.5
29-Apr-03,12.73,2.05,932.3
30-Apr-03,13.14,2.11,934.05
2-May-03,10.86,2.02,938.3
5-May-03,10.94,2.04,945.4
6-May-03,11.02,2.05,951.85
7-May-03,11,2.05,950.15
8-May-03,10.9,2.03,941.55
9-May-03,10.86,2.02,937.85
12-May-03,10.84,2.02,936
13-May-03,10.93,2.03,944.2
14-May-03,11.02,2.05,952.15
15-May-03,11.11,2.07,959.85
16-May-03,11.26,2.1,973.1
19-May-03,11.19,2.08,966.55
20-May-03,11.25,2.09,971.55
21-May-03,11.21,2.09,968
22-May-03,11.15,2.08,963.25
23-May-03,11.2,2.09,967.9
26-May-03,11.37,2.12,982.45
27-May-03,11.47,2.13,976.85
28-May-03,11.31,2.1,990.8
29-May-03,11.61,2.16,1002.6
30-May-03,11.65,2.17,1006.8
2-Jun-03,11.59,2.19,1015.15
3-Jun-03,11.54,2.18,1010.65
4-Jun-03,11.66,2.2,1021.05
5-Jun-03,11.82,2.23,1035.05
6-Jun-03,11.95,2.25,1046.4
9-Jun-03,12.01,2.27,1052.1
10-Jun-03,11.85,2.24,1037.8
11-Jun-03,11.92,2.25,1044.1
12-Jun-03,12,2.27,1051.3
13-Jun-03,12.06,2.28,1056.2
16-Jun-03,12.01,2.27,1051.8
17-Jun-03,12.35,2.33,1081.95
18-Jun-03,12.41,2.34,1086.75
19-Jun-03,12.47,2.35,1092.55
20-Jun-03,12.56,2.37,1100.25
23-Jun-03,12.44,2.35,1089.2
24-Jun-03,12.39,2.34,1085.35
25-Jun-03,12.64,2.38,1106.65
26-Jun-03,12.75,2.41,1116.35
27-Jun-03,12.85,2.42,1125.55
30-Jun-03,12.95,2.44,1134.15
1-Jul-03,12.32,2.44,1130.7
2-Jul-03,12.35,2.44,1133.8
3-Jul-03,12.47,2.47,1144.65
4-Jul-03,12.4,2.45,1138.45
7-Jul-03,12.43,2.46,1140.55
8-Jul-03,12.49,2.47,1145.9
9-Jul-03,12.43,2.46,1141.05
10-Jul-03,12.66,2.5,1162.35
11-Jul-03,12.66,2.5,1161.65
14-Jul-03,12.76,2.52,1171.5
15-Jul-03,12.64,2.5,1159.85
16-Jul-03,12.73,2.52,1168.75
17-Jul-03,12.55,2.48,1152
18-Jul-03,12.42,2.46,1140
21-Jul-03,12.16,2.4,1115.8
22-Jul-03,12,2.39,1109.2
23-Jul-03,12.1,2.41,1119.05
24-Jul-03,12.32,2.45,1139.45
25-Jul-03,12.58,2.51,1162.75
28-Jul-03,12.65,2.52,1169.2
29-Jul-03,12.71,2.53,1174.75
30-Jul-03,12.81,2.55,1183
31-Jul-03,12.84,2.55,1185.85
1-Aug-03,12.95,2.58,1195.75
4-Aug-03,13.26,2.59,1203.6
5-Aug-03,13.05,2.55,1184.45
6-Aug-03,12.9,2.52,1171.05
7-Aug-03,13.19,2.57,1196.95
8-Aug-03,13.47,2.63,1222.65
11-Aug-03,13.58,2.65,1232.85
12-Aug-03,13.61,2.65,1234.75
13-Aug-03,13.74,2.68,1246.9
14-Aug-03,13.75,2.68,1247.75
18-Aug-03,14.12,2.76,1281.4
19-Aug-03,14.08,2.75,1277.7
20-Aug-03,14.19,2.77,1287.4
21-Aug-03,14.33,2.8,1300.95
22-Aug-03,14.45,2.82,1311.15
25-Aug-03,14.01,2.73,1271.1
26-Aug-03,14.52,2.83,1318.2
27-Aug-03,14.77,2.88,1340.3
28-Aug-03,14.78,2.88,1341.05
29-Aug-03,14.95,2.92,1356.55
1-Sep-03,15.16,2.96,1375.95
2-Sep-03,15.27,2.98,1385.45
3-Sep-03,14.98,2.92,1359.35
4-Sep-03,15.13,2.95,1372.7
5-Sep-03,15.41,3.01,1398.4
8-Sep-03,15.62,3.05,1417.35
9-Sep-03,15.5,3.03,1407.05
10-Sep-03,15.53,3.03,1409.55
11-Sep-03,15.46,3.02,1403.15
12-Sep-03,15.12,2.95,1372.1
15-Sep-03,14.65,2.86,1329.25
16-Sep-03,14.96,2.92,1357.95
17-Sep-03,14.78,2.88,1341.6
18-Sep-03,14.35,2.8,1302.35
19-Sep-03,14.57,2.84,1322.15
22-Sep-03,14.36,2.8,1302.9
23-Sep-03,14.64,2.86,1328.2
24-Sep-03,15.12,2.95,1372.05
25-Sep-03,14.95,2.92,1357.2
26-Sep-03,15.28,2.98,1386.95
29-Sep-03,15.43,3.01,1399.95
30-Sep-03,15.61,3.05,1417.1
1-Oct-03,15.66,3.06,1420.85
3-Oct-03,15.97,3.12,1449.3
6-Oct-03,16.3,3.18,1478.9
7-Oct-03,16.28,3.18,1477.85
8-Oct-03,16.29,3.18,1478.6
9-Oct-03,16.55,3.23,1502.1
10-Oct-03,16.78,3.28,1523.1
13-Oct-03,17.04,3.33,1546.75
14-Oct-03,16.76,3.27,1520.8
15-Oct-03,16.94,3.3,1537
16-Oct-03,17.14,3.35,1555.7
17-Oct-03,17.29,3.37,1569.45
20-Oct-03,17,3.32,1542.7
21-Oct-03,16.6,3.24,1506.5
22-Oct-03,16.46,3.21,1494.1
23-Oct-03,16.21,3.16,1470.45
24-Oct-03,16.6,3.24,1506.05
25-Oct-03,16.78,3.27,1521.95
27-Oct-03,16.37,3.19,1485.3
28-Oct-03,16.33,3.19,1481.75
29-Oct-03,16.52,3.22,1498.45
30-Oct-03,16.72,3.26,1516.85
31-Oct-03,17.15,3.35,1555.9
3-Nov-03,17.65,3.45,1601.65
4-Nov-03,17.84,3.48,1618.7
5-Nov-03,17.74,3.46,1609.15
6-Nov-03,17.77,3.47,1612.2
7-Nov-03,17.55,3.42,1592.05
10-Nov-03,17.58,3.43,1594.5
11-Nov-03,17.65,3.44,1601.15
12-Nov-03,17.68,3.45,1603.8
13-Nov-03,17.42,3.4,1579.95
14-Nov-03,17.09,3.34,1550.45
15-Nov-03,17.23,3.36,1562.8
17-Nov-03,17.42,3.4,1579.9
18-Nov-03,17.24,3.37,1564.4
19-Nov-03,16.98,3.31,1540.6
20-Nov-03,16.78,3.27,1522.3
21-Nov-03,16.98,3.31,1540.7
24-Nov-03,17.02,3.32,1543.9
25-Nov-03,17.29,3.37,1568.65
27-Nov-03,17.62,3.44,1598.35
28-Nov-03,17.81,3.47,1615.25
1-Dec-03,18.27,3.57,1657.65
2-Dec-03,18.29,3.57,1658.5
3-Dec-03,18.42,3.59,1670.5
4-Dec-03,18.47,3.6,1675.2
5-Dec-03,18.15,3.54,1645.8
8-Dec-03,18.15,3.54,1646.25
9-Dec-03,18.48,3.61,1675.85
10-Dec-03,18.6,3.63,1686.9
11-Dec-03,18.69,3.65,1695.4
12-Dec-03,18.73,3.66,1698.9
15-Dec-03,19.01,3.71,1723.95
16-Dec-03,19.15,3.74,1736.25
17-Dec-03,19.11,3.73,1733.25
18-Dec-03,19.37,3.78,1756.1
19-Dec-03,19.61,3.83,1778.55
22-Dec-03,19.73,3.85,1789.15
23-Dec-03,19.63,3.83,1780.3
24-Dec-03,19.95,3.89,1808.7
26-Dec-03,20.26,3.95,1837.05
29-Dec-03,20.67,4.03,1874.05
30-Dec-03,20.66,4.03,1873.25
31-Dec-03,20.73,4.05,1879.75
1-Jan-04,21.09,4.12,1912.25
2-Jan-04,21.46,4.19,1946.05
5-Jan-04,21.56,4.21,1955
6-Jan-04,21.25,4.15,1926.7
7-Jan-04,21.14,4.12,1916.75
8-Jan-04,21.71,4.24,1968.55
9-Jan-04,21.75,4.24,1971.9
12-Jan-04,21.46,4.19,1945.6
13-Jan-04,21.66,4.23,1963.6
14-Jan-04,21.86,4.27,1982.15
15-Jan-04,21.44,4.18,1944.45
16-Jan-04,20.96,4.09,1900.65
19-Jan-04,21.35,4.17,1935.35
20-Jan-04,20.88,4.07,1893.25
21-Jan-04,20.13,3.93,1824.6
22-Jan-04,19.53,3.81,1770.5
23-Jan-04,20.38,3.98,1847.55
27-Jan-04,21.01,4.1,1904.7
28-Jan-04,20.55,4.01,1863.1
29-Jan-04,20.34,3.97,1843.6
30-Jan-04,19.96,3.9,1809.75
3-Feb-04,19.55,3.81,1769
4-Feb-04,20.14,3.93,1822.2
5-Feb-04,19.94,3.89,1804.5
6-Feb-04,20.27,3.95,1833.65
9-Feb-04,20.78,4.06,1880.7
10-Feb-04,20.79,4.06,1880.75
11-Feb-04,20.71,4.08,1891.5
12-Feb-04,20.64,4.07,1885.3
13-Feb-04,20.95,4.13,1913.6
16-Feb-04,20.98,4.13,1913.55
17-Feb-04,21.05,4.15,1920.1
18-Feb-04,21.01,4.14,1916.45
19-Feb-04,20.38,4.01,1858.3
20-Feb-04,20.31,4,1852.65
23-Feb-04,19.83,3.91,1808.2
24-Feb-04,19.97,3.93,1821.35
25-Feb-04,19.6,3.86,1786.8
26-Feb-04,19.37,3.81,1765.8
27-Feb-04,19.74,3.89,1800.3
1-Mar-04,21.57,4.26,1852.7
3-Mar-04,21.72,3.67,1860.4
4-Mar-04,21.53,3.64,1843.85
5-Mar-04,21.81,3.68,1867.7
8-Mar-04,22.01,3.72,1885.25
9-Mar-04,21.79,3.68,1866.05
10-Mar-04,21.54,3.64,1844.35
11-Mar-04,21.08,3.56,1805.4
12-Mar-04,21.16,3.58,1812.2
15-Mar-04,20.59,3.48,1763.4
16-Mar-04,20.43,3.45,1749.35
17-Mar-04,20.44,3.45,1749.85
18-Mar-04,20.05,3.39,1716.65
19-Mar-04,20.15,3.4,1725.1
22-Mar-04,19.68,3.32,1685
23-Mar-04,19.81,3.35,1696.4
24-Mar-04,19.76,3.34,1692.1
25-Mar-04,19.91,3.36,1704.45
26-Mar-04,20.41,3.45,1747.5
29-Mar-04,20.58,3.48,1762.05
30-Mar-04,20.44,3.45,1750.15
31-Mar-04,20.7,3.5,1771.9
1-Apr-04,21.27,3.59,1819.65
2-Apr-04,21.53,3.64,1841.1
5-Apr-04,21.71,3.67,1856.6
6-Apr-04,21.64,3.66,1851.15
7-Apr-04,21.61,3.65,1848.7
8-Apr-04,21.67,3.66,1853.55
12-Apr-04,19.04,3.61,1838.2
13-Apr-04,19.46,3.69,1878.45
15-Apr-04,19.29,3.65,1861.95
16-Apr-04,19.36,3.67,1868.95
17-Apr-04,19.35,3.67,1868.1
19-Apr-04,19.1,3.62,1844.05
20-Apr-04,19.11,3.62,1844.25
21-Apr-04,19.41,3.68,1873.35
22-Apr-04,19.58,3.71,1889.55
23-Apr-04,19.68,3.73,1892.45
27-Apr-04,18.9,3.58,1817.25
28-Apr-04,18.89,3.58,1816.55
29-Apr-04,18.82,3.56,1808.95
30-Apr-04,18.68,3.54,1796.1
3-May-04,16.62,3.48,1766.7
4-May-04,16.87,3.53,1793.1
5-May-04,16.86,3.57,1809.9
6-May-04,17.04,3.61,1832.8
7-May-04,16.77,3.56,1804.45
10-May-04,16.38,3.49,1769.1
11-May-04,15.74,3.35,1699.45
12-May-04,15.86,3.37,1711.1
13-May-04,15.91,3.39,1717.5
14-May-04,14.66,3.12,1582.4
17-May-04,12.87,2.74,1388.75
18-May-04,13.94,2.97,1503.95
19-May-04,14.41,3.09,1567.85
20-May-04,13.99,3.04,1543.85
21-May-04,14.14,3.08,1560.2
24-May-04,13.9,3.15,1608.85
25-May-04,13.88,3.14,1606.7
26-May-04,13.75,3.13,1598.8
27-May-04,13.65,3.1,1586.4
28-May-04,12.98,2.95,1508.75
31-May-04,11.94,2.84,1483.6
1-Jun-04,12.14,2.89,1507.9
